GeneID,gene.rank.eff,Associated.Gene.Name,Chromosome.Name,Strand,Gene.Biotype,TF.family
AT2G05840,0.000588734729934099,PAA2,2,1,protein_coding,na
AT1G26795,0.000588720730142617,AT1G26795,1,1,protein_coding,na
AT5G28410,0.000588710128837368,AT5G28410,5,1,protein_coding,na
AT1G29180,0.000588591380262206,AT1G29180,1,1,protein_coding,na
AT1G52460,0.000588494905473817,AT1G52460,1,1,protein_coding,na
AT2G23960,0.000588175085034909,GGP4,2,1,protein_coding,na
AT5G08030,0.00058815058602345,AT5G08030,5,-1,protein_coding,na
AT4G22390,0.000587809107290904,AT4G22390,4,-1,protein_coding,na
AT1G21960,0.000587713880969838,AT1G21960,1,1,transcription_factor,C3H
AT1G42960,0.000587602233916148,AT1G42960,1,1,protein_coding,na
AT2G20310,0.000587436032041632,RIN13,2,-1,protein_coding,na
AT3G61900,0.000587373096842476,AT3G61900,3,1,protein_coding,na
AT5G11630,0.000587323021148897,AT5G11630,5,1,protein_coding,na
AT1G34070,0.00058728027594843,AT1G34070,1,1,protein_coding,na
AT1G65484,0.000587190111098984,AT1G65484,1,1,protein_coding,na
AT5G07900,0.000587189609228745,AT5G07900,5,1,protein_coding,na
AT2G40113,0.000587144190572143,AT2G40113,2,1,protein_coding,na
AT3G02650,0.000587124143911111,AT3G02650,3,1,protein_coding,na
AT4G08097,0.000587116341867357,AT4G08097,4,1,protein_coding,na
AT3G56670,0.000587092492910382,AT3G56670,3,-1,protein_coding,na
AT1G34315,0.000587067098193156,AT1G34315,1,-1,protein_coding,na
AT5G28160,0.000587048304523239,AT5G28160,5,1,protein_coding,na
AT3G03730,0.000587006020843538,KIB4,3,-1,protein_coding,na
AT4G03165,0.000586947619866461,AT4G03165,4,-1,protein_coding,na
AT4G23340,0.000586897172877847,AT4G23340,4,-1,protein_coding,na
AT1G73340,0.000586873965995807,AT1G73340,1,1,protein_coding,na
AT5G35610,0.000586824096118185,AT5G35610,5,-1,protein_coding,na
AT1G12960,0.000586765058259916,RPL27AA,1,-1,protein_coding,na
AT4G12920,0.000586706775900299,UND,4,1,protein_coding,na
AT3G10920,0.000586706712498888,MSD1,3,1,protein_coding,na
AT5G36170,0.000586639818532969,PRFB1,5,-1,protein_coding,na
AT5G02920,0.000586624109461013,FBL25,5,1,protein_coding,na
AT3G51210,0.000586552693868872,SOT2,3,1,protein_coding,na
AT5G15670,0.000586454977368617,AT5G15670,5,1,protein_coding,na
AT3G28190,0.000586432215889129,AT3G28190,3,1,protein_coding,na
AT1G36100,0.000586318143595525,AT1G36100,1,1,protein_coding,na
AT2G22345,0.000586312177181476,AT2G22345,2,1,protein_coding,na
AT3G52070,0.000586285953225402,AT3G52070,3,1,protein_coding,na
AT4G40030,0.000586093666497458,AT4G40030,4,-1,protein_coding,na
AT1G54690,0.000586091437672006,HTA3,1,-1,protein_coding,na
AT3G45200,0.000586064838152329,AT3G45200,3,-1,protein_coding,na
AT3G43800,0.000586056858988484,GSTU27,3,1,protein_coding,na
AT5G01930,0.000586037633610774,MAN6,5,-1,protein_coding,na
AT2G10931,0.000585989921706009,AT2G10931,2,-1,protein_coding,na
AT3G23685,0.000585982303093505,AT3G23685,3,1,protein_coding,na
AT1G22270,0.000585978406796662,AT1G22270,1,1,protein_coding,na
AT1G33710,0.000585960670059641,AT1G33710,1,1,protein_coding,na
AT1G53815,0.000585950797608446,AT1G53815,1,-1,protein_coding,na
AT1G61300,0.000585926800286556,AT1G61300,1,-1,protein_coding,na
AT3G25270,0.00058591829330521,AT3G25270,3,-1,protein_coding,na
AT1G70380,0.00058585030484754,AT1G70380,1,-1,protein_coding,na
AT3G16900,0.000585725304123577,AT3G16900,3,1,protein_coding,na
AT1G47810,0.000585691765255295,AT1G47810,1,1,protein_coding,na
AT3G45410,0.000585652901741217,LECRK13,3,-1,protein_coding,na
AT2G35215,0.000585575550020423,AT2G35215,2,1,protein_coding,na
AT1G54390,0.000585556336022374,ING2,1,-1,protein_coding,na
AT4G26210,0.000585555984698706,AT4G26210,4,1,protein_coding,na
AT4G32915,0.00058554528356331,GATC,4,1,protein_coding,na
AT4G31875,0.000585533209398885,AT4G31875,4,-1,protein_coding,na
AT5G20290,0.000585480101690352,RPS8A,5,-1,protein_coding,na
AT1G43415,0.000585466155077532,AT1G43415,1,1,protein_coding,na
AT1G80270,0.00058544477796899,PPR596,1,1,protein_coding,na
AT1G22160,0.000585409978139342,AT1G22160,1,1,protein_coding,na
AT4G13075,0.000585393888693832,RALFL30,4,-1,protein_coding,na
AT3G46430,0.000585227329294042,AT3G46430,3,1,protein_coding,na
AT2G21860,0.000585146225274477,AT2G21860,2,-1,protein_coding,na
AT3G05860,0.000585097994224348,AT3G05860,3,-1,transcription_factor,MADS
AT2G05786,0.000585050787576492,AT2G05786,2,-1,protein_coding,na
AT2G32520,0.000585029255908322,AT2G32520,2,-1,protein_coding,na
AT4G37295,0.000585012823626003,AT4G37295,4,1,protein_coding,na
AT1G53360,0.000584989352958578,AT1G53360,1,1,protein_coding,na
AT4G21902,0.000584962500615156,AT4G21902,4,1,protein_coding,na
AT4G23070,0.000584898233652859,RBL7,4,-1,protein_coding,na
AT1G45243,0.000584820475834403,AT1G45243,1,1,protein_coding,na
AT5G29070,0.000584787905501418,AT5G29070,5,-1,protein_coding,na
AT1G53480,0.000584748086277174,MRD1,1,-1,protein_coding,na
AT4G03830,0.000584703911359379,AT4G03830,4,1,protein_coding,na
AT5G15360,0.000584694025389795,AT5G15360,5,-1,protein_coding,na
AT1G27540,0.000584619978379475,AT1G27540,1,-1,protein_coding,na
AT1G04670,0.000584612901368718,AT1G04670,1,1,protein_coding,na
AT2G14870,0.000584611214614276,AT2G14870,2,1,protein_coding,na
AT1G65300,0.000584600449831805,PHE2,1,1,transcription_factor,MADS
AT1G18770,0.000584507027773537,AT1G18770,1,-1,protein_coding,na
AT3G21590,0.000584506946102262,AT3G21590,3,-1,protein_coding,na
AT1G78470,0.00058448950190252,AT1G78470,1,1,protein_coding,na
AT2G41070,0.000584412570315267,EEL,2,1,transcription_factor,bZIP
AT1G59530,0.000584353593640007,BZIP4,1,1,transcription_factor,bZIP
AT3G61723,0.000584338591919253,AT3G61723,3,-1,protein_coding,na
AT4G38850,0.000584212444575367,SAUR15,4,1,protein_coding,na
AT1G31180,0.000584199316276824,ATIMD3,1,-1,protein_coding,na
AT1G07920,0.000584199316032785,A1,1,1,protein_coding,na
AT5G16970,0.000584100819098836,AER,5,-1,protein_coding,na
AT4G36530,0.000584068859403933,AT4G36530,4,-1,protein_coding,na
AT2G46540,0.000584040183776056,AT2G46540,2,-1,protein_coding,na
AT4G01900,0.00058394416673987,GLB1,4,1,protein_coding,na
AT2G42660,0.000583892787145503,AT2G42660,2,-1,transcription_factor,G2-like
AT1G51970,0.000583857594648818,AT1G51970,1,-1,protein_coding,na
AT1G69390,0.000583824034980904,MINE1,1,1,protein_coding,na
AT3G48330,0.000583774789002554,PIMT1,3,-1,protein_coding,na
AT1G54120,0.000583766643406054,AT1G54120,1,1,protein_coding,na
AT2G45695,0.000583761653814616,URM1-1,2,1,protein_coding,na
AT3G15395,0.00058376152170445,AT3G15395,3,1,protein_coding,na
AT2G24696,0.000583720645748354,AT2G24696,2,-1,protein_coding,na
AT2G18520,0.000583540810036078,AT2G18520,2,-1,protein_coding,na
AT5G39920,0.000583331141757525,AT5G39920,5,-1,protein_coding,na
AT3G62460,0.000583325714949392,AT3G62460,3,-1,protein_coding,na
AT1G11450,0.000583291990650689,AT1G11450,1,1,protein_coding,na
AT1G66380,0.000583127945152231,MYB114,1,1,transcription_factor,MYB
AT5G01470,0.000583023717970023,AT5G01470,5,1,protein_coding,na
AT2G03230,0.0005830054637328,AT2G03230,2,1,protein_coding,na
AT4G32590,0.000582982792516668,AT4G32590,4,1,protein_coding,na
AT5G43410,0.000582966854660467,ERF096,5,-1,transcription_factor,AP2-EREBP
AT4G29090,0.000582966472656826,AT4G29090,4,1,protein_coding,na
AT1G10522,0.000582942565576757,PRIN2,1,1,protein_coding,na
AT5G02220,0.000582868841767571,SMR4,5,-1,protein_coding,na
AT2G20875,0.000582856965227741,EPF1,2,-1,protein_coding,na
AT3G06610,0.00058283023504738,AT3G06610,3,1,protein_coding,na
AT3G25760,0.000582810666439051,AOC1,3,1,protein_coding,na
AT2G26050,0.000582636999047166,AT2G26050,2,-1,protein_coding,na
AT3G44450,0.00058259633609153,BIC2,3,-1,protein_coding,na
AT5G22880,0.000582593241349737,H2B,5,-1,protein_coding,na
AT3G48310,0.000582575286157238,CYP71A22,3,1,protein_coding,na
AT1G12805,0.000582300913476014,AT1G12805,1,1,protein_coding,na
AT4G39235,0.000582046940938237,AT4G39235,4,1,protein_coding,na
AT1G15870,0.000581983060066658,AT1G15870,1,1,protein_coding,na
AT2G36180,0.000581697916643742,CML31,2,-1,protein_coding,na
AT3G63230,0.000581650843960254,AT3G63230,3,1,protein_coding,na
AT1G52550,0.000581624137399612,AT1G52550,1,-1,protein_coding,na
AT4G35420,0.00058158514495675,TKPR1,4,-1,protein_coding,na
AT4G16695,0.000581338853547273,AT4G16695,4,1,protein_coding,na
AT1G64520,0.000581297671837225,RPN12A,1,1,protein_coding,na
AT1G66855,0.00058129035247542,AT1G66855,1,-1,protein_coding,na
AT5G06620,0.000581283131218608,ATXR4,5,1,protein_coding,na
AT4G27670,0.000581230925270448,HSP21,4,-1,protein_coding,na
AT5G38386,0.0005812075772993,AT5G38386,5,1,protein_coding,na
AT3G10190,0.000581180478019589,CML36,3,1,protein_coding,na
AT5G39100,0.000581040707530282,GLP6,5,-1,nontranslating_CDS,na
AT1G04820,0.000581001115670835,TUBA4,1,-1,protein_coding,na
AT2G39590,0.000580965404922808,RPS15AC,2,-1,protein_coding,na
AT1G14110,0.000580883731134636,FUT9,1,1,protein_coding,na
AT3G57960,0.000580818973893566,AT3G57960,3,1,protein_coding,na
AT4G26500,0.000580725398951255,SUFE1,4,-1,protein_coding,na
AT3G48220,0.000580703966767401,AT3G48220,3,-1,protein_coding,na
AT5G08505,0.000580656164245159,AT5G08505,5,-1,protein_coding,na
AT1G26100,0.000580604771557542,CYB561D,1,-1,protein_coding,na
AT3G48040,0.000580587728281306,ARAC8,3,1,protein_coding,na
AT5G13890,0.000580546905070741,AT5G13890,5,-1,protein_coding,na
AT1G68905,0.000580509016803539,AT1G68905,1,-1,protein_coding,na
AT1G69470,0.000580475243591799,AT1G69470,1,1,protein_coding,na
AT1G53935,0.000580436978841663,AT1G53935,1,-1,protein_coding,na
AT4G14360,0.000580360986924473,AT4G14360,4,-1,protein_coding,na
AT1G69230,0.000580284977703398,SP1L2,1,-1,protein_coding,na
AT4G38080,0.000580216573115004,AT4G38080,4,1,protein_coding,na
AT5G19870,0.000579862975339234,AT5G19870,5,-1,protein_coding,na
AT1G09560,0.000579807204363092,GLP4,1,1,protein_coding,na
AT3G23350,0.000579663788628289,AT3G23350,3,1,protein_coding,na
AT5G22660,0.000579636658033605,AT5G22660,5,-1,protein_coding,na
AT3G45500,0.000579512253934576,AT3G45500,3,-1,protein_coding,na
AT2G29290,0.000579434730347735,AT2G29290,2,1,protein_coding,na
AT1G66170,0.000579432023175775,MMD1,1,-1,protein_coding,na
AT2G32030,0.000579353051413272,AT2G32030,2,-1,protein_coding,na
AT5G38500,0.000579323156483664,AT5G38500,5,-1,protein_coding,na
AT1G80970,0.000579244435494025,AT1G80970,1,1,protein_coding,na
AT1G76100,0.000579236321567961,PETE1,1,-1,protein_coding,na
AT5G27830,0.000579041363814847,AT5G27830,5,1,protein_coding,na
AT1G21230,0.000578749288196331,WAK5,1,1,protein_coding,na
AT3G58130,0.000578748713721256,AT3G58130,3,1,protein_coding,na
AT4G04730,0.000578664369166989,AT4G04730,4,-1,protein_coding,na
AT2G31030,0.000578535430604446,ORP1B,2,1,protein_coding,na
AT2G04440,0.00057851529351485,AT2G04440,2,1,protein_coding,na
AT4G10595,0.000578510163508684,LCR2,4,1,protein_coding,na
AT3G62840,0.000578459387793873,AT3G62840,3,-1,protein_coding,na
AT1G48180,0.000578424615263854,AT1G48180,1,-1,protein_coding,na
AT4G25250,0.000578320851818679,PMEI4,4,1,protein_coding,na
AT3G45950,0.000578293360604881,AT3G45950,3,-1,protein_coding,na
AT3G46670,0.000578106026977893,UGT76E11,3,-1,protein_coding,na
AT3G49305,0.000578061429698785,AT3G49305,3,-1,protein_coding,na
AT4G16447,0.000578022068419929,AT4G16447,4,1,protein_coding,na
AT2G13350,0.000577972361954237,AT2G13350,2,-1,protein_coding,na
AT5G41640,0.000577959118364888,AT5G41640,5,-1,protein_coding,na
AT3G08560,0.000577662377749906,VHA-E2,3,1,protein_coding,na
AT2G39795,0.000577643654094658,AT2G39795,2,1,protein_coding,na
AT5G19151,0.000577598367912808,AT5G19151,5,1,protein_coding,na
AT5G10910,0.000577402651866622,AT5G10910,5,1,protein_coding,na
AT3G55040,0.000577389565497263,GSTL2,3,-1,protein_coding,na
AT3G01345,0.000577273711053247,AT3G01345,3,1,protein_coding,na
AT1G70600,0.000577120968463248,RPL27AC,1,-1,protein_coding,na
AT5G42240,0.000577069739061777,SCPL42,5,1,protein_coding,na
AT1G66100,0.00057691068204698,AT1G66100,1,-1,protein_coding,na
AT3G60150,0.000576871070380703,AT3G60150,3,1,protein_coding,na
AT1G07740,0.000576804096595271,AT1G07740,1,-1,protein_coding,na
AT1G07880,0.000576798693896426,MPK13,1,-1,protein_coding,na
AT4G26160,0.000576595274554946,ACHT1,4,1,protein_coding,na
AT3G52420,0.000576533152945594,OEP7,3,1,protein_coding,na
AT2G16594,0.000576428782404932,AT2G16594,2,1,protein_coding,na
AT3G22090,0.000576427474010867,AT3G22090,3,1,protein_coding,na
AT3G07490,0.0005763622730635,CML3,3,1,protein_coding,na
AT2G29045,0.000576310819362457,LCR62,2,1,protein_coding,na
AT1G19610,0.000576275608652231,PDF1.4,1,-1,protein_coding,na
AT1G65360,0.000576274864687547,AGL23,1,1,transcription_factor,MADS
AT2G21750,0.000576268064701487,EC1.3,2,-1,protein_coding,na
AT5G23900,0.000576246707568824,RPL13D,5,-1,protein_coding,na
AT2G32840,0.000576225341785128,AT2G32840,2,-1,protein_coding,na
AT1G59630,0.000576193280115378,AT1G59630,1,-1,protein_coding,na
AT1G50790,0.000576114682536523,AT1G50790,1,-1,protein_coding,na
AT3G46190,0.000576094068762989,AT3G46190,3,1,protein_coding,na
AT4G29870,0.000575992400563699,AT4G29870,4,1,protein_coding,na
AT4G02310,0.000575974064669815,AT4G02310,4,-1,protein_coding,na
AT3G51100,0.000575877432549536,AT3G51100,3,-1,protein_coding,na
AT3G26070,0.000575809874306083,PAP4,3,1,protein_coding,na
AT1G17700,0.000575783461726694,PRA1F1,1,1,protein_coding,na
AT1G36000,0.000575774810252863,LBD5,1,1,protein_coding,na
AT5G40155,0.00057568655356379,AT5G40155,5,1,protein_coding,na
AT3G61080,0.000575621026351191,AT3G61080,3,1,protein_coding,na
AT5G20070,0.000575572722049876,NUDT19,5,1,protein_coding,na
AT5G07450,0.000575572143563947,CYCU4-2,5,-1,protein_coding,na
AT1G18510,0.000575549782127907,TET16,1,1,protein_coding,na
AT2G21690,0.000575456625252639,AT2G21690,2,-1,protein_coding,na
AT3G15400,0.000575453215150472,ATA20,3,1,protein_coding,na
AT4G03113,0.000575384113163698,AT4G03113,4,-1,protein_coding,na
AT5G14170,0.000575363117564611,CHC1,5,-1,protein_coding,na
AT4G31830,0.000575340704586882,AT4G31830,4,-1,protein_coding,na
AT4G14104,0.000575294583539065,AT4G14104,4,-1,protein_coding,na
AT3G62350,0.000575241791103025,AT3G62350,3,-1,protein_coding,na
AT3G53820,0.000575074923577053,AT3G53820,3,1,transcription_factor,C2H2
AT5G19270,0.000575028405559289,AT5G19270,5,-1,protein_coding,na
AT1G36970,0.00057501443298368,AT1G36970,1,-1,protein_coding,na
AT4G35350,0.000574940559486499,XCP1,4,1,protein_coding,na
AT4G38800,0.00057491786910129,MTN1,4,-1,protein_coding,na
AT5G28540,0.000574883353249088,MED37A,5,-1,protein_coding,na
AT3G47140,0.000574860881358888,AT3G47140,3,1,protein_coding,na
AT4G38100,0.000574839631048638,CURT1D,4,-1,protein_coding,na
AT1G01730,0.000574790400375268,AT1G01730,1,1,protein_coding,na
AT5G25840,0.000574774951032807,AT5G25840,5,-1,protein_coding,na
AT1G43145,0.000574732057023209,AT1G43145,1,1,protein_coding,na
AT3G45450,0.000574723138750511,AT3G45450,3,1,protein_coding,na
AT2G33585,0.000574667331071534,AT2G33585,2,-1,protein_coding,na
AT2G02835,0.000574629323170778,AT2G02835,2,-1,protein_coding,na
AT3G15353,0.000574544118041404,MT3,3,-1,protein_coding,na
AT2G06555,0.000574465155071998,AT2G06555,2,-1,protein_coding,na
AT3G50090,0.00057445623646693,SDN4,3,1,protein_coding,na
AT1G66370,0.000574372411395136,MYB113,1,1,transcription_factor,MYB
AT3G20590,0.000574329575065383,AT3G20590,3,1,protein_coding,na
AT3G48660,0.000574318424787231,AT3G48660,3,1,protein_coding,na
AT2G17360,0.000574313902958583,RPS4A,2,1,protein_coding,na
AT1G56385,0.000574263269946896,AT1G56385,1,-1,protein_coding,na
AT2G19300,0.000574239418109879,AT2G19300,2,-1,protein_coding,na
AT4G12825,0.000574195522141509,AT4G12825,4,1,protein_coding,na
AT2G42260,0.000574181935005363,PYM,2,-1,protein_coding,na
AT1G68030,0.000574164610839594,AT1G68030,1,-1,protein_coding,na
AT1G06540,0.000574125773031017,AT1G06540,1,-1,protein_coding,na
AT4G18310,0.000574009584934025,AT4G18310,4,1,protein_coding,na
AT3G27950,0.000573913078986505,AT3G27950,3,1,protein_coding,na
AT3G11090,0.000573911652629875,LBD21,3,1,protein_coding,na
AT1G64720,0.00057391090181031,CP5,1,-1,protein_coding,na
AT4G12170,0.000573905423317123,AT4G12170,4,-1,protein_coding,na
AT2G41400,0.000573790595430298,AT2G41400,2,1,protein_coding,na
AT3G63040,0.000573774428633343,AT3G63040,3,-1,protein_coding,na
AT5G23200,0.000573746776750611,AT5G23200,5,1,protein_coding,na
AT2G39440,0.000573563572372434,AT2G39440,2,-1,protein_coding,na
AT2G13895,0.000573545969722997,AT2G13895,2,1,protein_coding,na
AT1G48190,0.000573508267635743,AT1G48190,1,-1,protein_coding,na
AT3G01950,0.000573411558489551,AT3G01950,3,1,protein_coding,na
AT4G35280,0.000573363161615896,ZAT3,4,-1,transcription_factor,C2H2
AT3G59620,0.000573347926716414,JAL39,3,1,protein_coding,na
AT3G28223,0.000573337786360532,AT3G28223,3,-1,protein_coding,na
AT5G06190,0.000573336053645933,AT5G06190,5,-1,protein_coding,na
AT1G35440,0.0005732840575882,CYCT1-1,1,-1,protein_coding,na
AT1G23130,0.000573280591035465,AT1G23130,1,1,protein_coding,na
AT5G05510,0.00057325352822141,AT5G05510,5,-1,protein_coding,na
AT3G13404,0.000573101102175543,AT3G13404,3,-1,protein_coding,na
AT3G02950,0.00057309829085573,THO7B,3,-1,protein_coding,na
AT4G13235,0.000573092283955804,EDA21,4,-1,protein_coding,na
AT1G14048,0.000573087599869908,AT1G14048,1,-1,protein_coding,na
AT2G19385,0.000573079229162463,AT2G19385,2,1,protein_coding,na
AT4G33930,0.000573031951951141,AT4G33930,4,-1,protein_coding,na
AT4G13390,0.000573028776887799,AT4G13390,4,1,protein_coding,na
AT1G60987,0.000572958932500537,SCRL5,1,1,protein_coding,na
AT3G22630,0.000572936921813697,PBD1,3,-1,protein_coding,na
AT2G06906,0.000572916016534738,AT2G06906,2,-1,protein_coding,na
AT2G15327,0.000572914467919503,AT2G15327,2,-1,protein_coding,na
AT3G17270,0.000572864448188006,AT3G17270,3,-1,protein_coding,na
AT2G27570,0.000572789573705311,SOT4,2,1,protein_coding,na
AT1G65370,0.000572708593319156,AT1G65370,1,-1,protein_coding,na
AT4G11540,0.00057265735504799,AT4G11540,4,-1,protein_coding,na
AT1G06420,0.000572558303595023,AT1G06420,1,1,protein_coding,na
AT5G06020,0.000572549769502281,SPH27,5,1,protein_coding,na
AT5G37960,0.000572535752384062,AT5G37960,5,1,protein_coding,na
AT3G08770,0.000572505197516998,LTP6,3,-1,protein_coding,na
AT2G33705,0.000572499129249915,AT2G33705,2,1,protein_coding,na
AT1G78740,0.000572442314030821,AT1G78740,1,-1,protein_coding,na
AT3G21351,0.000572340453886296,AT3G21351,3,1,protein_coding,na
AT2G37140,0.000572326057290362,AT2G37140,2,1,protein_coding,na
AT3G24290,0.000572307154761418,AMT1-5,3,-1,protein_coding,na
AT3G24790,0.000572293550884347,PBL25,3,1,protein_coding,na
AT2G32190,0.00057221011709311,AT2G32190,2,1,protein_coding,na
AT3G31402,0.000572196824134878,AT3G31402,3,-1,protein_coding,na
AT1G33040,0.000572196129720886,NACA5,1,1,protein_coding,na
AT1G67540,0.000572163815666472,AT1G67540,1,-1,protein_coding,na
AT3G14660,0.000571723247358162,CYP72A13,3,1,protein_coding,na
AT3G44070,0.000571719213465316,AT3G44070,3,-1,protein_coding,na
AT3G62510,0.000571612970170872,AT3G62510,3,1,protein_coding,na
AT4G30650,0.000571581049120756,AT4G30650,4,1,protein_coding,na
AT1G75350,0.000571480489380305,RPL31,1,1,protein_coding,na
AT5G41280,0.00057144248500661,CRRSP57,5,1,protein_coding,na
AT3G49010,0.000571375444133791,RPL13B,3,-1,protein_coding,na
AT1G78520,0.000571353223309984,AT1G78520,1,-1,protein_coding,na
AT4G18197,0.000571333113527944,PUP7,4,1,protein_coding,na
AT3G11260,0.000571321060313221,WOX5,3,1,transcription_factor,Homeobox
AT2G43530,0.000571303544433988,ATTI3,2,1,protein_coding,na
AT1G65032,0.000571208755701597,AT1G65032,1,-1,protein_coding,na
AT4G04957,0.000571197727874303,AT4G04957,4,-1,protein_coding,na
AT1G18180,0.000571167401560046,AT1G18180,1,1,protein_coding,na
AT1G10747,0.000571085502397315,ESF1.1,1,1,protein_coding,na
AT3G09110,0.000571048058068197,AT3G09110,3,-1,protein_coding,na
AT2G20390,0.000570999357636375,AT2G20390,2,-1,protein_coding,na
AT3G24830,0.000570934505866054,RPL13AB,3,1,protein_coding,na
AT1G12845,0.000570866030361846,AT1G12845,1,-1,protein_coding,na
AT3G58910,0.000570852495430973,AT3G58910,3,-1,protein_coding,na
AT3G25855,0.000570757721115337,AT3G25855,3,-1,protein_coding,na
AT2G24480,0.000570750385100157,AT2G24480,2,1,protein_coding,na
AT5G41560,0.000570676962959286,AT5G41560,5,-1,protein_coding,na
AT2G28405,0.000570597230139267,LCR32,2,-1,protein_coding,na
AT1G07490,0.000570505636998663,RTFL3,1,-1,protein_coding,na
AT1G52690,0.000570446112071694,LEA7,1,1,protein_coding,na
AT2G40350,0.000570370691364767,AT2G40350,2,-1,transcription_factor,AP2-EREBP
AT1G68630,0.000570217828587081,PCR12,1,1,protein_coding,na
AT3G30200,0.000570213571214186,AT3G30200,3,-1,protein_coding,na
AT4G40045,0.00057018174374906,AT4G40045,4,-1,protein_coding,na
AT1G56415,0.000570169750268242,AT1G56415,1,1,protein_coding,na
AT4G38370,0.000570166113725906,AT4G38370,4,-1,protein_coding,na
AT4G00315,0.000570148769310977,AT4G00315,4,1,protein_coding,na
AT3G11745,0.000570136652586574,AT3G11745,3,-1,protein_coding,na
AT1G30990,0.000570128193148074,AT1G30990,1,1,protein_coding,na
AT3G22940,0.000570094392416687,AT3G22940,3,1,protein_coding,na
AT2G18120,0.000570028828049814,SRS4,2,-1,transcription_factor,C2H2
AT4G30074,0.000569985925801128,LCR19,4,-1,protein_coding,na
AT3G63160,0.000569971440241864,AT3G63160,3,-1,protein_coding,na
AT2G19970,0.000569926327652704,AT2G19970,2,-1,protein_coding,na
AT3G24500,0.000569921499597978,MBF1C,3,1,protein_coding,na
AT1G06925,0.000569696457033805,AT1G06925,1,-1,protein_coding,na
AT2G27710,0.000569684318710669,RPP2B,2,1,protein_coding,na
AT4G22235,0.000569681938007845,AT4G22235,4,1,protein_coding,na
AT3G48920,0.000569679252371503,AtMYB45,3,1,transcription_factor,MYB
AT4G09984,0.000569677198239221,LCR34,4,-1,protein_coding,na
AT1G26820,0.000569675724972082,RNS3,1,-1,protein_coding,na
AT5G06420,0.000569571546725282,AT5G06420,5,1,protein_coding,na
AT5G06650,0.000569564062880173,GIS2,5,1,transcription_factor,C2H2
AT1G51640,0.000569460005481551,ATEXO70G2,1,-1,protein_coding,na
AT2G22820,0.000569458213578233,AT2G22820,2,-1,protein_coding,na
AT4G33270,0.000569330548623574,CDC20-1,4,-1,protein_coding,na
AT1G23350,0.000569281697060948,AT1G23350,1,-1,protein_coding,na
AT3G58150,0.000569266455728573,AT3G58150,3,-1,protein_coding,na
AT1G61575,0.000569191940251021,AT1G61575,1,1,protein_coding,na
AT2G33850,0.000569083843690118,AT2G33850,2,-1,protein_coding,na
AT2G47880,0.000569062031264768,GRXC13,2,1,protein_coding,na
AT3G09925,0.000568912102205312,AT3G09925,3,-1,protein_coding,na
AT3G16895,0.000568835731526501,AT3G16895,3,-1,protein_coding,na
AT5G23040,0.000568801163309051,CPP1,5,-1,protein_coding,na
AT3G12290,0.000568779766925746,FOLD2,3,1,protein_coding,na
AT4G09350,0.000568773893557649,ndhT,4,-1,protein_coding,na
AT4G02465,0.000568756622997602,AT4G02465,4,1,protein_coding,na
AT1G73260,0.000568642859582316,KTI1,1,-1,protein_coding,na
AT5G16285,0.000568641067503272,AT5G16285,5,-1,protein_coding,na
AT1G62190,0.000568595129086027,FAD4L1,1,1,protein_coding,na
AT3G22730,0.000568498390349397,AT3G22730,3,-1,protein_coding,na
AT2G25670,0.000568339586566529,AT2G25670,2,-1,protein_coding,na
AT1G07410,0.000568314463892441,RABA2B,1,1,protein_coding,na
AT1G72590,0.000568301197432417,PPRD1,1,1,protein_coding,na
AT1G33820,0.000568299307741,AT1G33820,1,-1,protein_coding,na
AT2G44620,0.000568291476301496,MTACP1,2,1,protein_coding,na
AT2G23090,0.000568241296384774,AT2G23090,2,-1,protein_coding,na
AT1G76540,0.000568159815456047,CDKB2-1,1,-1,protein_coding,na
AT2G38600,0.00056807773392609,AT2G38600,2,1,protein_coding,na
AT2G25510,0.0005680445192427,AT2G25510,2,1,protein_coding,na
AT3G17560,0.000568021673011588,AT3G17560,3,1,protein_coding,na
AT4G21870,0.000568005082849853,HSP15.4,4,-1,protein_coding,na
AT3G17609,0.000567881605644711,HYH,3,1,protein_coding,na
AT1G80865,0.000567872903790923,AT1G80865,1,1,protein_coding,na
AT1G35435,0.000567794132857874,AT1G35435,1,-1,protein_coding,na
AT1G56150,0.000567774992160732,SAUR71,1,1,protein_coding,na
AT1G76300,0.000567751457548397,SMD3A,1,1,protein_coding,na
AT3G63090,0.000567726036084966,AT3G63090,3,1,protein_coding,na
AT4G14020,0.000567590072739899,AT4G14020,4,-1,protein_coding,na
AT3G23620,0.000567509925590075,AT3G23620,3,1,protein_coding,na
AT3G01230,0.000567457987727815,AT3G01230,3,-1,protein_coding,na
AT2G32120,0.000567427108066187,HSP70-8,2,-1,protein_coding,na
AT1G21950,0.000567210804564622,AT1G21950,1,-1,protein_coding,na
AT1G05410,0.000567202367263398,AT1G05410,1,-1,protein_coding,na
AT5G36140,0.000567198775752033,CYP716A2,5,-1,protein_coding,na
AT5G38344,0.000567139425444656,AT5G38344,5,1,protein_coding,na
AT5G17140,0.000567109930648196,AT5G17140,5,1,protein_coding,na
AT2G41730,0.000567091502199925,AT2G41730,2,1,protein_coding,na
AT1G34500,0.000567083081689595,AT1G34500,1,1,protein_coding,na
AT5G38160,0.000566904963937031,AT5G38160,5,1,protein_coding,na
AT1G20816,0.000566903501912725,OEP21A,1,1,protein_coding,na
AT1G08670,0.000566820374043887,AT1G08670,1,-1,protein_coding,na
